Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Gambia, The","GMB","1159218.53427255","6586940.82290702","8747251.80860514","9935390.2780819","37229300.7532486","36787983.6546","33812222.392922","35801976.2264444","31933050.0174922","35780374.703455","38749687.0247276","39277842.0773714","43663140.7544473","47443980.2387017","47487878.5845903","52858644.940992"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Georgia","GEO","","","","116966455.708976","229355013.826434","258395129.985177","287161654.357172","296955147.192498","306190780.404372","257228409.888512","254150310.626612","271875996.843993","297657133.09923","293793594.892169","265836232.331094","307294414.260861"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Germany","DEU","8894434525.73077","39119989335.0549","73425737348.9891","79277035282.1621","162295973673.6","174577759749.777","168669762608.693","170591746914.135","177782813657.86","151899047477.783","156629619368.106","167332644524.738","182896971900.984","182203069876.227","181528284214.998","199971924719.607"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Ghana","GHA","82181608.6957799","115085062.240664","161749434.059544","221623710.453049","1481834228.72727","3110127133.28949","3130078988.58567","3566639874.18996","2203629880.53","2033900265.77856","2290275010.1867","2437556104.40313","2727802143.89389","2781155593.74813","3003950941.0394","3210252833.92472"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Gibraltar","GIB","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Greece","GRC","","","","","9064406121.79263","8594790051.88045","7633055141.52202","7481230639.09747","7430691286.67725","6138353300.15198","6756997762.92378","6122858369.12136","6726724756.11911","6368166038.07197","5885864650.16207","6697638208.87311"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Greenland","GRL","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Grenada","GRD","","5410675.45293448","14273739.0888889","23050440.9333336","27417586.1111111","28008120.8333333","28709998.6111111","30634979.1666667","31076250","33002670.8333333","36173140.2777778","37651916.6666666","39449094.4444444","41160150","36409136.1111111","39631141.6666665"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guam","GUM","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guatemala","GTM","31718600","127207830.4512","89453102.6082305","357998206.386725","1141710787.0039","1344397941.70499","1427927432.04657","1469999292.72477","1670630206.66396","1813044949.14244","1895243897.25919","2020678259.86392","2125231877.86858","2337521640.69215","2439263862.61792","2578912156.20846"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guinea","GIN","","","45419063.3402819","55814731.7703912","248692333.364143","215516608.425052","193914483.552515","244723633.043561","186341827.895455","194077341.254","191764254.430407","210038417.40588","247748978.670617","243430986.442765","307540353.484809","339954492.74312"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guinea-Bissau","GNB","2032110.14617125","4190375.05001432","6467136.26525221","7916691.34573635","11678098.7595451","14381408.4432294","13726259.1915524","11902214.3566021","12670688.0326022","12456213.3765621","14021406.2691274","15694018.4888593","16860600.9763316","17052214.4148173","16892558.1928677","19033605.0364994"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Guyana","GUY","9615450","32878535.132245","16493899.6123057","44111914.8419088","116464421.805007","115616536.963643","119342042.249324","122533198.595481","121305989.513934","125692488.262082","130760001.258111","138311554.153414","138989121.831225","149712213.043837","156602218.910887","223512287.525947"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Haiti","HTI","","16250806.0935","44990961.123496","99456476.4160717","173667610.287846","190695186.013301","201174027.861256","218283122.62718","222000968.864106","217403010.959523","205151485.803511","220622744.654049","241250236.359661","216843316.383333","212477748.29087","306471473.94594"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Honduras","HND","20311600","110349641.334","187845427.078892","272804817.374304","872365155.024403","999221716.633919","1059728461.34913","1088507282.66958","1150084016.44812","1237483386.34416","1278495339.61025","1374950082.81141","1403568730.3108","1462376314.33992","1403389523.99936","1656676602.94712"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Hong Kong SAR, China","HKG","79483985.5960363","549331024.235596","1670877269.91527","5570522981.58834","7008039940.50979","7146781292.4514","7538797844.93335","7948923064.94044","8417189274.6247","8916279909.13353","9307152392.26053","10076196269.9859","10722180356.5696","10791878271.0894","10329520263.6098","11192311454.2713"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Hungary","HUN","","","","2075383549.56114","5730917159.65423","6037565225.43581","5102124334.54408","5415407533.24562","5925475583.26867","5269329156.82879","5493783757.66564","5936376734.38156","6420006122.88558","6207058144.90849","5965780593.54863","6847295509.42388"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iceland","ISL","21777019.5454545","137623885.401034","259492906.001325","497840208.655744","896317315.991882","982838857.576991","1053984747.41902","1137786226.9088","1281719745.06511","1234479272.21212","1475424000.637","1789560106.68889","1864629356.25367","1766370350.81122","1511093939.04733","1747944210.11073"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","India","IND","1530081479.30847","4855823760.41456","11087136638.1313","19468397452.3488","51055937863.9741","55656176269.5649","55630271996.3794","56474927954.145","62062473601.1539","64038815632.8816","69236555820.6106","80782233054.7817","82359026084.9171","86372858748.975","81058157535.5952","96307365993.7959"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Indonesia","IDN","144219178.082192","819993880.171667","632043065.079998","2352916662.2592","18742202006.0497","24831638885.9927","27204824728.5807","27000110633.6782","25869532175.6824","27188913087.0444","29467341923.5804","32126211510.2825","33033533547.9116","35446533214.9267","33660668458.62","37713203479.9985"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iran, Islamic Rep.","IRN","694026743.963936","6281310246.69891","4366623178.56751","4402561063.41552","20011042251.4506","22967632964.4234","20879309783.4203","15671028384.4052","13234722827.3332","10940067505.146","14780360544.1977","17660163362.6104","12479323251.1438","9785261467.83786","8000012360.41997","12009983020.6041"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Iraq","IRQ","","1191278000","8174526451.61292","2210731892.43335","6445056441.88036","8533582564.44442","10076828492.7258","10744553275.9177","10447154584.048","7601863535.49102","7591899282.40271","8545740162.3311","10378202521.2428","10693615298.8155","8379903101.0067","9467956151.31035"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Ireland","IRL","188077700.159149","1030715856.93478","2200540961.31301","3721376849.60841","12404523063.7983","12976875129.6094","12299384921.3931","11990310178.239","11855563519.9697","10211841587.3169","10363701041.9901","11182321908.3878","12406015508.2274","12343974682.7625","12758455763.7722","15226469271.0911"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Isle of Man","IMN","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Israel","ISR","446989547.316667","1948129411.76471","3392504101.27963","7641228439.31012","12520223940.5184","14137484498.4398","13545731048.7673","15811498081.5371","16536284828.0895","16155201046.349","17084171415.2345","19549172398.5375","20444293938.9853","22230544957.8554","22752468918.832","26726547893.8104"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Italy","ITA","3888414107.8067","18489845397.92","35002650630.252","46377353210.999","87820852553.6636","89965155366.7795","81176930644.7446","83933570941.4327","83557152992.8803","71094475818.3077","69078574819.9472","77739564141.4711","86559839428.448","78132724659.9667","73977796168.2713","82644080010.9527"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Jamaica","JAM","34644504.2712108","171089937.368349","178975543.103007","484283517.110695","792826021.67896","895458230.080392","921732394.326525","873448791.904013","835084776.512264","755960058.236208","728155614.659928","757270966.261902","834975907.279131","804041989.669175","697910526.146026","743932861.618276"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Japan","JPN","6090687780.3917","38716324984.2992","128871163965.003","151470256758.647","179792193417.353","196614012946.978","203570168148.708","166456641800.237","149749216216.096","130374714854.65","139583992039.096","137054004476.552","138896999884.292","141020141028.14","138356316487.415","135877190270.206"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Jordan","JOR","19092411.0893307","165733593.152064","228817943.649239","358168365.455224","960273531.227937","1025729816.04213","1076123196.23015","1153913833.93465","1209763970.67346","1243459601.93907","1265763266.03314","1267662529.87851","1159955478.41342","1175995917.66025","1201781761.84934","1293170980.49604"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kazakhstan","KAZ","","","","630373209.687534","4644204409.85703","6279402506.51736","7449823715.86659","7715978384.41459","7168876505.45215","4963874879.3627","3922581790.30944","4395883385.0282","4478032372.45502","5190177250.72478","5093380127.13372","5645573738.5135"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kenya","KEN","60516480.8305315","359214177.830306","515236680.886911","645127096.892047","1944800088.85164","2078467401.16077","2625885528.041","2844350768.53045","3030017914.01598","3077920855.7712","3594666339.00309","3919527406.43362","4423015595.62792","4810836139.13589","4818442105.83566","5293812407.41872"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kiribati","KIR","","3668804.37258027","3136183.74834127","6667981.1572356","13894817.4646854","15360800.4125838","17530268.1714641","18539630.2374976","20512803.3171084","21435466.9070693","19407359.500446","21914418.3016555","22358933.8015541","22745303.4410845","20590470.0295919","22939152.6442308"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Korea, Dem. People's Rep.","PRK","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Korea, Rep.","KOR","238383565.172592","1944105493.63713","8209426500.50866","16501974222.4894","46317733244.2943","52393170545.6073","53092809267.6704","62946864525.1696","68545995169.6272","68206017300.7487","62501475353.1214","59739394159.3106","65166495357.348","63968863006.3992","63699756244.1367","70322481121.6374"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kosovo","XKX","","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kuwait","KWT","96975640.4421732","736670382.537921","906775316.666667","2303671794.69915","3982402233.07747","5201526159.4203","5844720507.32405","5978561671.36811","5686841918.48207","4059569192.42273","3898188447.53393","4449638097.69205","4992887768.50994","4927653511.23189","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Kyrgyz Republic","KGZ","","","","40175881.1397147","260825877.931568","395475040.88341","461449723.301812","439604954.845875","358028387.943038","337041257.325028","368975487.275347","395000653.414245","400913446.174734","427869228.40539","397873590.735227","414972631.588744"
