Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sierra Leone","SLE","12750318.6638949","25521295.9017431","6378246.37958008","31297823.7244491","73985801.2712725","108168038.337405","126250698.638479","132857693.017998","139013518.381005","129982524.003903","166709839.706768","198264098.660939","235314053.58662","257947879.288081","283665667.116846"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Singapore","SGP","57430303.7990003","259579738.802539","930304876.172896","2100717981.43852","7607013897.28096","8120602128.51083","8031866890.43395","8387603188.38292","7920872766.94792","8260437263.84364","8756259396.04605","9140447597.86477","9067463890.92507","8254220395.7382","9636648366.20767"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Slovak Republic","SVK","","","","1077667836.90624","3588949800.71121","3479924063.78545","3750634651.75153","3984235652.3943","3468634217.85084","3334613931.57352","3564268903.67737","3964281832.94915","4256707435.81368","4348293534.61066","4747444985.23459"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Slovenia","SVN","","","","1071741046.23991","2666300971.6135","2457643131.97923","2302948318.32234","2312378706.19284","1943337721.8635","1871879916.95199","2163202416.84602","2451471135.13292","2479810693.26714","2472673066.21865","2821727519.5659"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Solomon Islands","SLB","","6842299.28127291","8017895.84920208","17824055.2551518","98410169.1466112","112128025.938112","128199029.50932","131238039.816686","127600523.613024","132861618.960268","143152730.917666","158532254.425653","159294909.058653","156262099.542212","163954212.90893"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Somalia","SOM","3385714.39653296","5973866.89840893","8275543.02979113","","","","45047523.7126256","49501232.0535668","52587763.0801193","54549431.3068802","55270575.3078862","57703536.8551943","63921975.7941835","67843524.2004665","75188104.2961793"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","South Africa","ZAF","1035913140.62543","4338552474.78504","5845478382.63643","7800439027.63771","26356669229.4928","26469795879.8219","23207445395.9916","22193190512.7974","19070818790.0172","16675814454.5953","20297075272.1307","21682260041.1183","22029818579.1435","20076912187.5333","26699435798.0321"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","South Sudan","SSD","","","","","91526493.2368959","122955464.475241","186404335.311888","143620128.236243","175834963.951829","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Spain","ESP","526123287.378179","5429192463.6752","17507018217.4339","22872242337.3789","64728841670.7541","53880358548.47","55533586355.9034","55914645924.5444","48531470159.4287","49774679701.8938","52428515140.8689","56418111387.3811","55909182919.8564","51238089508.6872","57433600464.1377"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sri Lanka","LKA","83545210.0840336","93544464.6098003","151497254.118822","391375979.487904","1127308873.33809","990037050.89982","977241331.302099","1279984235.10461","1531901090.28439","2155731366.02102","2113527359.90865","1506400528.69932","1415616482.17584","1358759997.34986","1421132078.26655"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","St. Kitts and Nevis","KNA","","3495170.37037037","6121940.2048","15427394.0607274","27502717.014897","27567896.269968","29786726.1556598","30867797.0628636","31324417.2403871","33570298.1301289","31870638.9385782","28575211.2670952","25986645.5450642","17534885.3107528","13736000.6574204"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","St. Lucia","LCA","","8338939.46503701","27635264.4892963","51041814.2222222","65555600.2370371","62540597.388889","77282619.6296297","69646447.3466019","61724626.3783486","62813569.1706008","64636559.2210094","64391192.1200798","64957979.3449798","49090253.5206902","53730904.813555"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","St. Martin (French part)","MAF","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","St. Vincent and the Grenadines","VCT","885600","5236478.6472214","11161521.2077555","24035791.4222222","36257998.7886095","37569944.937089","39372722.4437816","38337087.7261136","39749060.6550828","41859904.7039396","43667213.7280611","45724951.8415862","46701740.0631543","44878671.3219704","46529864.8852901"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sudan","SDN","84062448.7146665","349528399.9144","638227903.534111","124553759.905881","1591729706.81017","1303550922.01511","1345700684.34662","1642578480.11993","1811020452.31591","2198558695.47788","2714736655.96253","665367358.242053","669651649.78664","557238230.935985","718999675.827434"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Suriname","SUR","13848404.23565","52226500","25148500","30991207.1446879","143308281.869873","164919129.419219","172738661.924154","178104808.85206","176128636.881292","108547631.41418","110151367.67832","124312557.814452","124150052.971125","84261418.8682818","89275241.6953032"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Sweden","SWE","2325059089.41729","8405884627.38792","12771237801.5814","17715503811.3335","35266238330.0745","40011489311.4026","42402785192.9293","41824719235.7562","35686948941.3059","37370010748.3547","39235013056.035","40241823238.3687","38905550769.591","40077851125.0093","46291445351.8589"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Switzerland","CHE","","","","11815582721.7213","33074239534.9954","32267271684.4063","31280494587.6504","31909309374.7939","30767623243.5415","30298121031.2554","30397138027.0701","30886662018.3137","30857443131.5393","31724539782.3998","34881691879.2398"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Syrian Arab Republic","SYR","","","","1901166883.76437","1634925995.04738","1077372732.74616","530638744.496126","536847164.750429","411430206.578079","314962136.041719","409560994.097046","533958348.129619","560485047.943851","275641221.659492",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Tajikistan","TJK","","","228963898.916967","18246551.3589881","304387343.902651","355368406.302306","403807755.728205","408992863.10223","353457619.725408","291544716.794595","311583022.293541","324333548.008491","347441493.783565","343284137.235019","381211211.242305"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Tanzania","TZA","","","85518156.5120564","344098482.05304","1268624006.42228","1457552761.51084","1677559732.32859","1832925172.50309","1733644645.47613","1815177323.17151","1943577277.53361","2096651730.46224","2309184975.16546","2325545908.7679","2522530277.5963"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Thailand","THA","166442316.83388","577620274.003243","2523692544.4024","5525945537.22344","16750734128.9908","13597394812.7691","15277132109.8354","15058505258.1132","14832976858.7958","15353410352.7432","16988902407.0287","18793150392.5589","20416839264.3368","19026973263.3423","19040157908.7806"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Timor-Leste","TLS","","","","7525240.04","91684027.2655953","78993559.0964563","77066822.8022957","106387172.964757","89018286.3131615","71103471.388677","72310857.7691101","71519630.1206498","86934907.0200439","76080685.3868637","60188768.6337045"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Togo","TGO","4740059.13826581","59211483.4655122","75103296.3478937","61585350.5194817","197511356.903002","187757327.977972","221257769.381044","243996494.934171","208206850.253346","216971803.941222","228587245.263227","254696741.300754","258660208.253613","271116516.309183","301269614.569197"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Tonga","TON","","","5065186.92768558","7370402.8291917","12497583.074068","14197992.7429347","13534972.5977621","12982090.6693152","12936578.040245","12387415.3138528","14024200.7781045","15204315.9859604","16213724.1956072","15415445.2188217","14515584.5296106"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Trinidad and Tobago","TTO","22927662.63825","177626250","172835270.588235","191908874.130925","766042567.856586","857048470.454238","949258141.01495","994488807.664278","970390582.772266","856189439.195017","900398811.276008","907197171.08215","907664867.616676","794131175.283955","967445130.69179"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Tunisia","TUN","63851193.0228573","397184243.022969","617884090.909093","1139436419.34778","2702591825.68547","2678995030.66778","2750733057.91838","2865479120.28038","2631395187.60196","2560847206.70391","2429117839.13367","2457334731.19498","2408015914.66739","2427326376.04893","2663696616.89032"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Turkiye","TUR","316214835.026087","1258730536.95046","2828667331.37441","5910515607.18526","30518953900.6871","32626385518.5459","35376270308.5155","34505095374.0637","31456786949.9372","34524458943.6886","32455731416.3906","28703197862.3201","30757738224.0269","29266809813.4476","33223496788.2446"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Turkmenistan","TKM","","","","63275276.0259122","612626933.333333","738576884.210526","830155017.543859","918794484.210527","781970582.857144","817240548.571428","843373028.571428","905825058.194285","1010958221.76947","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Turks and Caicos Islands","TCA","","","","","","","","21435778.0416243","24010401.7972913","25469930.0626078","23903707.3351871","24789402.3646197","26557846.8628891","20511521.4364715","21854683.6560446"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Tuvalu","TUV","","","","","","","","","","","","","","",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Uganda","UGA","34264924.3837842","33262917.90146","146840894.028561","155652277.953269","686012556.74177","641498179.59067","565475708.253564","546038041.488328","544215587.511683","491655360.920791","514430989.757948","524349251.128744","547435135.083721","572207461.204347","601226292.655553"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Ukraine","UKR","","","2832505580.86728","1194237475.72926","9699385964.5447","11398627047.6764","11924839391.2036","7669334578.5373","4908782819.57852","4283572907.2655","5604196179.94734","6502967190.89905","7829016485.66404","8035667867.21913","9792653192.41855"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","United Arab Emirates","ARE","","","","3106467987.5301","9958517199.31056","10926779322.1649","11374507169.2999","11774290905.5901","10560816697.9808","10541905780.7869","11164799282.4675","12163466733.987","11924600282.8532","10017530882.1075",""
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","United Kingdom","GBR","6375752751.54322","30085826981.1759","46973589289.7729","63578904178.8773","137895285921.949","141031652896.971","146970435712.559","165940507723.336","157597920797.833","141773922574.994","140876304386.409","145299350654.271","145547811609.808","134741830598.592","158890910174.48"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","United States","USA","80090497144.801","179364465000","259700760000","468693629880.32","800423889000","750735565273.544","962304090809.742","983316300824.071","823775754520.115","830678684896.654","903291866938.45","914080707783.834","964502016942.063","951554105125.511","1046599480744.69"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Uruguay","URY","87964516.1290323","205412521.355745","224018495.399665","523412022.868523","1992236397.9069","2103401027.47441","2490703302.12899","2516086927.70779","2328454346.5154","2405563727.82173","2780416369.43598","2898331130.51011","2774672041.47526","2345128211.93107","2516634621.53591"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Uzbekistan","UZB","","","","1220206766.2008","4297666190.34348","4663845293.91888","4944377321.65762","5297522974.97478","5504096614.22476","5306118726.73065","3745541227.03452","3105355534.87764","3236690041.88106","2948470904.73238","3429104041.58905"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Vanuatu","VUT","","7667432.4371815","7369057.39820127","15905566.2572751","36669668.6876518","33917642.3788101","35957896.6854126","36673066.9362264","34262281.8379121","36218871.0028296","39421652.4373523","28720507.5686268","16597799.0922911","19992013.5885744","21295507.5163609"
Adjusted savings: education expenditure (current US$),"NY.ADJ.AEDU.CD","Venezuela, RB","VEN","407754800","2140038418.60465","1243435780.38379","4763007227.37921","20175451700.5572","24277015513.6735","23495760137.1791","31191474610.3879","","","","","","",""
