Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1980 [YR1980]","1990 [YR1990]","2000 [YR2000]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bolivia","BOL","","","139.68648","128.98242","90.30936","88.11135","90.59564","92.28039","92.6226","94.79886","95.68299","100.09803","98.96598","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bosnia and Herzegovina","BIH","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Botswana","BWA","64.29511","107.56371","116.77737","117.9262","","","104.74952","103.50286","97.61289","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Brazil","BRA","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","British Virgin Islands","VGB","","","","115.26316","","109.32401","125.35885","121.10553","148.8","144.15954","142.94294","150.15873","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Brunei Darussalam","BRN","","96.45833","","105.01136","103.88408","107.73321","106.93131","107.22758","102.19833","105.7014","105.13595","100.04623","100.54912","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Bulgaria","BGR","","95.69456","88.75984","101.46543","102.22712","100.4236","99.17428","96.3174","95.54327","92.22758","90.20696","90.9911","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Burkina Faso","BFA","","19.90981","33.47222","46.93492","90.17976","90.66561","92.93752","95.60018","100.59685","105.40329","106.54462","108.95436","111.09734","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Burundi","BDI","","26.2451","62.74551","64.37647","133.86265","135.33166","131.59947","129.86263","132.54435","138.94544","139.50957","126.37989","128.05538","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cabo Verde","CPV","","113.39538","115.45373","100.83365","95.86259","95.05321","96.46018","96.6686","96.87894","94.55465","92.07323","97.7907","98.8972","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cambodia","KHM","","","","130.83153","139.2069","132.29689","129.07716","147.06782","108.43405","118.48415","116.31831","105.67687","104.57965","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cameroon","CMR","","87.3529","80.0703","75.59714","120.01887","120.12583","123.49736","","126.42956","130.40899","129.5682","125.93223","116.76714","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Canada","CAN","","","","101.07505","100.1977","99.8457","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cayman Islands","CYM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Central African Republic","CAF","","","70.73514","","97.83849","88.04973","89.55636","","","","128.08882","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Chad","TCD","","","52.2917","72.30356","109.33555","117.77222","122.88008","128.60077","","108.51385","109.08001","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Channel Islands","CHI","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Chile","CHL","128.11845","","","96.89909","95.63874","93.59092","93.13183","95.80902","97.46012","98.87218","","99.84037","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","China","CHN","","","114.63018","","100.80835","103.08816","","103.74538","101.67297","98.5553","101.9346","102.56565","102.56437","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Colombia","COL","142.33676","","130.89368","144.22188","116.76517","118.11763","119.7206","122.13329","119.55863","115.45721","114.39594","111.85605","113.5463","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Comoros","COM","","","","","","133.62864","","99.07654","98.92484","","","88.45568","98.49074","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Congo, Dem. Rep.","COD","","109.65573","","","116.08718","124.94144","126.62377","135.23517","135.86669","139.92165","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Congo, Rep.","COG","","107.64805","88.74148","76.24016","101.37963","","93.64393","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Costa Rica","CRI","108.46928","113.58831","99.51168","103.49435","106.82671","105.71986","104.10467","102.20826","103.37039","104.4789","103.53838","98.66831","110.77016","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cote d'Ivoire","CIV","","69.72837","63.40228","65.54336","","74.88775","82.42944","82.56101","96.68343","98.29878","108.08795","102.66033","102.0966","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Croatia","HRV","","","","95.55974","91.77514","95.01471","101.99839","102.94583","98.56875","98.62031","97.49202","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cuba","CUB","","104.55016","104.43506","94.23989","99.49389","95.22566","92.33035","86.83195","88.90238","98.01284","104.34431","101.99579","104.54278","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Curacao","CUW","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Cyprus","CYP","","55.4908","81.04983","100.69412","99.54735","101.03417","100.22321","99.48969","98.46221","96.50379","96.00813","97.0377","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Czechia","CZE","","","","102.0979","99.82219","97.02391","98.21025","98.92608","100.11834","102.96189","100.40688","100.46498","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Denmark","DNK","","102.61978","98.8792","102.19049","99.20923","101.6745","102.64688","101.00407","98.18468","97.60764","96.7832","98.28929","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Djibouti","DJI","","","33.26184","31.10746","","68.64462","67.63982","70.08495","68.40845","63.67819","61.66489","65.75919","66.95788","77.45226",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Dominica","DMA","","","","102.06436","119.43867","112.94886","126.6147","111.56004","120.96413","121.41256","113.97727","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Dominican Republic","DOM","","","","131.63516","111.42201","100.72384","101.97087","100.45622","106.83331","114.08681","111.06446","106.80516","105.9601","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ecuador","ECU","","137.58507","","131.18863","","","","","","","","103.84295","104.64206","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Egypt, Arab Rep.","EGY","","","","89.49523","100.68336","101.91288","100.88737","102.46723","103.31506","","102.50778","105.11241","101.77791","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","El Salvador","SLV","","","","134.41403","111.09273","106.83158","105.37534","101.18937","99.02327","101.00341","100.59583","97.57618","96.58226","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Equatorial Guinea","GNQ","","","","","70.09638","70.32531","71.22989","","","62.30153","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Eritrea","ERI","","","","95.44447","76.75547","94.0621","90.70326","79.89","","69.18464","65.19705","64.95305","73.38348","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Estonia","EST","","","","99.4691","100.41265","96.74721","98.01493","97.17191","96.05634","96.51725","98.59807","95.66679","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Eswatini","SWZ","94.84627","102.70987","100.23075","103.76055","126.7909","110.76923","106.46126","102.30073","102.79199","97.83201","93.11102","96.41055","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ethiopia","ETH","","","","82.44779","131.67911","149.93923","143.28004","","151.00587","141.51954","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Faroe Islands","FRO","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Fiji","FJI","","108.63332","","103.98384","","103.77732","104.01625","107.69762","","102.09393","111.46681","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Finland","FIN","","","100.40543","102.00517","98.73802","100.16234","101.62974","100.26848","100.9394","98.85109","98.61023","98.71622","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","France","FRA","","103.5702","99.3835","96.48031","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","French Polynesia","PYF","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gabon","GAB","","131.33344","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gambia, The","GMB","","48.6059","","92.08326","90.66026","89.48282","96.61841","99.52642","107.68667","107.17306","103.55542","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Georgia","GEO","","","","110.88494","101.71309","115.09746","114.81156","97.25524","92.9436","94.19762","90.92564","","101.81292","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Germany","DEU","","","","100.85857","101.73238","100.90178","102.29554","99.68305","100.13956","103.64667","103.95359","104.96265","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Ghana","GHA","","82.60377","","88.3692","","107.76024","108.53622","106.573","103.01948","107.33453","","102.5658","100.35399","103.90639",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Gibraltar","GIB","","","","138.47695","","","","","","","116.18625","105.15695","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Greece","GRC","","98.54333","","102.9697","101.72803","100.99559","101.612","100.99297","98.75328","103.54872","101.52898","99.94388","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Greenland","GRL","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Grenada","GRD","","","","","120.52263","","","114.62815","106.56977","104.94719","100.76545","100.91892","98.86609","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guam","GUM","","","","","","","","","","","","","","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guatemala","GTM","86.53241","98.06448","","123.25619","113.53023","110.49704","97.8801","99.51659","100.82475","103.84396","118.44008","104.60376","105.26949","",""
"Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","Guinea","GIN","","23.64552","32.01638","58.52181","93.74702","97.16171","98.87957","101.4478","104.7354","","115.0017","","","",""
